date,channelGrouping,deviceCategory,sessions,bounceRate
2017-06-08,Organic Search,desktop,144,39.58333333333333
2017-06-08,Organic Search,mobile,30,53.333333333333336
2017-06-08,Organic Search,tablet,4,75
2017-06-09,Direct,desktop,32,62.5
2017-06-09,Direct,mobile,30,70
2017-06-09,Direct,tablet,1,100
2017-06-09,Organic Search,desktop,143,46.15384615384615
2017-06-09,Organic Search,mobile,54,50
2017-06-09,Organic Search,tablet,3,66.66666666666666
2017-06-10,Direct,desktop,15,53.333333333333336
2017-06-10,Direct,mobile,32,75
2017-06-10,Direct,tablet,3,100
2017-06-10,Organic Search,desktop,57,50.877192982456144
2017-06-10,Organic Search,mobile,25,56.00000000000001
2017-06-10,Organic Search,tablet,3,33.33333333333333
2017-06-11,Direct,desktop,14,57.14285714285714
2017-06-11,Direct,mobile,24,75
2017-06-11,Direct,tablet,4,50
2017-06-11,Organic Search,desktop,63,44.44444444444444
2017-06-11,Organic Search,mobile,31,54.83870967741935
2017-06-11,Organic Search,tablet,9,22.22222222222222
2017-06-12,Direct,desktop,104,34.61538461538461
2017-06-12,Direct,mobile,73,61.64383561643836
2017-06-12,Direct,tablet,4,25
2017-06-12,Organic Search,desktop,197,41.11675126903553
2017-06-12,Organic Search,mobile,45,51.11111111111111
2017-06-12,Organic Search,tablet,4,50
2017-06-13,Direct,desktop,62,43.54838709677419
2017-06-13,Direct,mobile,43,76.74418604651163
2017-06-13,Direct,tablet,4,75
2017-06-13,Organic Search,desktop,177,43.50282485875706
2017-06-13,Organic Search,mobile,31,64.51612903225806
2017-06-13,Organic Search,tablet,6,50
2017-06-14,Direct,desktop,69,36.231884057971016
2017-06-14,Direct,mobile,37,59.45945945945946
2017-06-14,Direct,tablet,3,66.66666666666666
2017-06-14,Organic Search,desktop,170,38.82352941176471
2017-06-14,Organic Search,mobile,42,59.523809523809526
2017-06-14,Organic Search,tablet,1,100
2017-06-15,Direct,desktop,69,50.72463768115942
2017-06-15,Direct,mobile,32,68.75
2017-06-15,Direct,tablet,2,100
2017-06-15,Organic Search,desktop,176,37.5
2017-06-15,Organic Search,mobile,41,48.78048780487805
2017-06-15,Organic Search,tablet,4,75
2017-06-16,Direct,desktop,53,45.28301886792453
2017-06-16,Direct,mobile,34,64.70588235294117
2017-06-16,Direct,tablet,1,100
2017-06-16,Organic Search,desktop,125,44
2017-06-16,Organic Search,mobile,31,41.935483870967744
2017-06-16,Organic Search,tablet,3,33.33333333333333
2017-06-17,Direct,desktop,13,53.84615384615385
2017-06-17,Direct,mobile,33,84.84848484848484
2017-06-17,Direct,tablet,2,0
2017-06-17,Organic Search,desktop,57,56.14035087719298
2017-06-17,Organic Search,mobile,35,57.14285714285714
2017-06-17,Organic Search,tablet,5,60
2017-06-18,Direct,desktop,18,72.22222222222221
2017-06-18,Direct,mobile,25,84
2017-06-18,Direct,tablet,5,60
2017-06-18,Organic Search,desktop,49,53.06122448979592
2017-06-18,Organic Search,mobile,29,65.51724137931035
2017-06-18,Organic Search,tablet,5,60
2017-06-19,Direct,desktop,139,34.53237410071942
2017-06-19,Direct,mobile,137,70.07299270072993
2017-06-19,Direct,tablet,6,50
2017-06-19,Organic Search,desktop,176,47.159090909090914
2017-06-19,Organic Search,mobile,50,60
2017-06-19,Organic Search,tablet,6,66.66666666666666
2017-06-20,Direct,desktop,60,40
2017-06-20,Direct,mobile,34,76.47058823529412
2017-06-20,Direct,tablet,3,100
2017-06-20,Organic Search,desktop,213,42.72300469483568
2017-06-20,Organic Search,mobile,36,50
2017-06-20,Organic Search,tablet,13,38.46153846153847
2017-06-21,Direct,desktop,47,44.680851063829785
2017-06-21,Direct,mobile,46,50
2017-06-21,Direct,tablet,4,75
2017-06-21,Organic Search,desktop,151,49.00662251655629
2017-06-21,Organic Search,mobile,50,57.99999999999999
2017-06-21,Organic Search,tablet,4,0
2017-06-22,Direct,desktop,41,36.58536585365854
2017-06-22,Direct,mobile,29,86.20689655172413
2017-06-22,Direct,tablet,1,100
2017-06-22,Organic Search,desktop,116,43.96551724137931
2017-06-22,Organic Search,mobile,28,50
2017-06-22,Organic Search,tablet,5,60
2017-06-23,Direct,desktop,75,62.66666666666667
2017-06-23,Direct,mobile,31,74.19354838709677
2017-06-23,Direct,tablet,3,66.66666666666666
2017-06-23,Organic Search,desktop,125,40
2017-06-23,Organic Search,mobile,44,36.36363636363637
2017-06-23,Organic Search,tablet,2,0
2017-06-24,Direct,desktop,20,80
2017-06-24,Direct,mobile,36,80.55555555555556
2017-06-24,Direct,tablet,3,33.33333333333333
2017-06-24,Organic Search,desktop,41,41.46341463414634
2017-06-24,Organic Search,mobile,30,56.666666666666664
2017-06-24,Organic Search,tablet,3,66.66666666666666
2017-06-25,Direct,desktop,23,56.52173913043478
2017-06-25,Direct,mobile,31,80.64516129032258
2017-06-25,Direct,tablet,3,33.33333333333333
2017-06-25,Organic Search,desktop,50,46
2017-06-25,Organic Search,mobile,30,56.666666666666664
2017-06-25,Organic Search,tablet,1,100
2017-06-26,Direct,desktop,97,45.36082474226804
2017-06-26,Direct,mobile,76,76.31578947368422
2017-06-26,Direct,tablet,1,100
2017-06-26,Organic Search,desktop,146,43.15068493150685
2017-06-26,Organic Search,mobile,35,57.14285714285714
2017-06-26,Organic Search,tablet,1,0
2017-06-27,Direct,desktop,68,42.64705882352941
2017-06-27,Direct,mobile,36,77.77777777777779
2017-06-27,Direct,tablet,4,50
2017-06-27,Organic Search,desktop,155,44.516129032258064
2017-06-27,Organic Search,mobile,35,65.71428571428571
2017-06-27,Organic Search,tablet,5,80
2017-06-28,Direct,desktop,65,46.15384615384615
2017-06-28,Direct,mobile,35,62.857142857142854
2017-06-28,Direct,tablet,2,100
2017-06-28,Organic Search,desktop,148,40.54054054054054
2017-06-28,Organic Search,mobile,35,65.71428571428571
2017-06-28,Organic Search,tablet,6,50
2017-06-29,Direct,desktop,50,46
2017-06-29,Direct,mobile,31,74.19354838709677
2017-06-29,Direct,tablet,2,0
2017-06-29,Organic Search,desktop,117,32.47863247863248
2017-06-29,Organic Search,mobile,31,64.51612903225806
2017-06-29,Organic Search,tablet,2,50
2017-06-30,Direct,desktop,51,64.70588235294117
2017-06-30,Direct,mobile,20,95
2017-06-30,Organic Search,desktop,98,35.714285714285715
2017-06-30,Organic Search,mobile,33,54.54545454545454
2017-06-30,Organic Search,tablet,3,0
2017-07-01,Direct,desktop,14,64.28571428571429
2017-07-01,Direct,mobile,29,62.06896551724138
2017-07-01,Direct,tablet,2,50
2017-07-01,Organic Search,desktop,38,36.84210526315789
2017-07-01,Organic Search,mobile,26,76.92307692307693
2017-07-01,Organic Search,tablet,2,50
2017-07-02,Direct,desktop,28,82.14285714285714
2017-07-02,Direct,mobile,31,70.96774193548387
2017-07-02,Direct,tablet,1,0
2017-07-02,Organic Search,desktop,40,32.5
2017-07-02,Organic Search,mobile,36,61.111111111111114
2017-07-02,Organic Search,tablet,1,100
2017-07-03,Direct,desktop,84,51.19047619047619
2017-07-03,Direct,mobile,98,68.36734693877551
2017-07-03,Direct,tablet,6,50
2017-07-03,Organic Search,desktop,147,42.17687074829932
2017-07-03,Organic Search,mobile,52,73.07692307692307
2017-07-03,Organic Search,tablet,4,25
2017-07-04,Direct,desktop,47,53.191489361702125
2017-07-04,Direct,mobile,56,80.35714285714286
2017-07-04,Direct,tablet,2,50
2017-07-04,Organic Search,desktop,175,37.714285714285715
2017-07-04,Organic Search,mobile,26,46.15384615384615
2017-07-04,Organic Search,tablet,2,100
2017-07-05,Direct,desktop,38,42.10526315789473
2017-07-05,Direct,mobile,33,63.63636363636363
2017-07-05,Direct,tablet,1,100
2017-07-05,Organic Search,desktop,148,40.54054054054054
2017-07-05,Organic Search,mobile,33,69.6969696969697
2017-07-05,Organic Search,tablet,5,80
2017-07-06,Direct,desktop,40,52.5
2017-07-06,Direct,mobile,32,62.5
2017-07-06,Direct,tablet,3,66.66666666666666
2017-07-06,Organic Search,desktop,116,35.3448275862069
2017-07-06,Organic Search,mobile,38,71.05263157894737
2017-07-06,Organic Search,tablet,3,100
2017-07-07,Direct,desktop,47,59.57446808510638
2017-07-07,Direct,mobile,27,85.18518518518519
2017-07-07,Direct,tablet,1,100
2017-07-07,Organic Search,desktop,98,47.95918367346938
2017-07-07,Organic Search,mobile,30,63.33333333333333
2017-07-07,Organic Search,tablet,4,25
2017-07-08,Direct,desktop,22,72.72727272727273
2017-07-08,Direct,mobile,37,72.97297297297297
2017-07-08,Direct,tablet,3,100
2017-07-08,Organic Search,desktop,41,51.21951219512195
2017-07-08,Organic Search,mobile,18,61.111111111111114
2017-07-08,Organic Search,tablet,4,0
2017-07-09,Direct,desktop,17,64.70588235294117
2017-07-09,Direct,mobile,24,79.16666666666666
2017-07-09,Direct,tablet,4,75
2017-07-09,Organic Search,desktop,52,36.53846153846153
2017-07-09,Organic Search,mobile,21,52.38095238095239
2017-07-09,Organic Search,tablet,6,33.33333333333333
2017-07-10,Direct,desktop,83,55.42168674698795
2017-07-10,Direct,mobile,70,85.71428571428571
2017-07-10,Direct,tablet,2,100
2017-07-10,Organic Search,desktop,143,33.56643356643357
2017-07-10,Organic Search,mobile,34,70.58823529411765
2017-07-10,Organic Search,tablet,10,40
2017-07-11,Direct,desktop,44,36.36363636363637
2017-07-11,Direct,mobile,27,55.55555555555556
2017-07-11,Direct,tablet,1,100
2017-07-11,Organic Search,desktop,156,42.94871794871795
2017-07-11,Organic Search,mobile,32,59.375
2017-07-11,Organic Search,tablet,2,100
2017-07-12,Direct,desktop,48,75
2017-07-12,Direct,mobile,42,73.80952380952381
2017-07-12,Direct,tablet,2,100
2017-07-12,Organic Search,desktop,147,43.53741496598639
2017-07-12,Organic Search,mobile,34,47.05882352941176
2017-07-12,Organic Search,tablet,3,33.33333333333333
2017-07-13,Direct,desktop,39,48.717948717948715
2017-07-13,Direct,mobile,49,79.59183673469387
2017-07-13,Direct,tablet,1,0
2017-07-13,Organic Search,desktop,139,44.60431654676259
2017-07-13,Organic Search,mobile,33,69.6969696969697
2017-07-13,Organic Search,tablet,1,0
2017-07-14,Direct,desktop,46,65.21739130434783
2017-07-14,Direct,mobile,45,82.22222222222221
2017-07-14,Organic Search,desktop,110,42.72727272727273
2017-07-14,Organic Search,mobile,22,68.18181818181817
2017-07-14,Organic Search,tablet,9,77.77777777777779
2017-07-15,Direct,desktop,29,79.3103448275862
2017-07-15,Direct,mobile,25,80
2017-07-15,Direct,tablet,2,50
2017-07-15,Organic Search,desktop,44,40.909090909090914
2017-07-15,Organic Search,mobile,19,47.368421052631575
2017-07-15,Organic Search,tablet,5,20
2017-07-16,Direct,desktop,20,75
2017-07-16,Direct,mobile,47,76.59574468085107
2017-07-16,Direct,tablet,3,66.66666666666666
2017-07-16,Organic Search,desktop,34,50
2017-07-16,Organic Search,mobile,26,69.23076923076923
2017-07-16,Organic Search,tablet,4,50
2017-07-17,Direct,desktop,94,57.446808510638306
2017-07-17,Direct,mobile,109,75.22935779816514
2017-07-17,Direct,tablet,9,66.66666666666666
2017-07-17,Organic Search,desktop,134,35.82089552238806
2017-07-17,Organic Search,mobile,52,61.53846153846154
2017-07-17,Organic Search,tablet,7,14.285714285714285
2017-07-18,Direct,desktop,63,49.2063492063492
2017-07-18,Direct,mobile,62,77.41935483870968
2017-07-18,Direct,tablet,5,100
2017-07-18,Organic Search,desktop,172,34.883720930232556
2017-07-18,Organic Search,mobile,51,58.82352941176471
2017-07-18,Organic Search,tablet,5,20
2017-07-19,Direct,desktop,54,46.2962962962963
2017-07-19,Direct,mobile,34,85.29411764705883
2017-07-19,Direct,tablet,5,40
2017-07-19,Organic Search,desktop,148,33.108108108108105
2017-07-19,Organic Search,mobile,29,37.93103448275862
2017-07-19,Organic Search,tablet,6,66.66666666666666
2017-07-20,Direct,desktop,62,33.87096774193548
2017-07-20,Direct,mobile,33,81.81818181818183
2017-07-20,Direct,tablet,4,75
2017-07-20,Organic Search,desktop,146,36.986301369863014
2017-07-20,Organic Search,mobile,30,63.33333333333333
2017-07-20,Organic Search,tablet,5,60
2017-07-21,Direct,desktop,51,60.78431372549019
2017-07-21,Direct,mobile,41,78.04878048780488
2017-07-21,Organic Search,desktop,129,34.10852713178294
2017-07-21,Organic Search,mobile,35,57.14285714285714
2017-07-21,Organic Search,tablet,4,100
2017-07-22,Direct,desktop,13,76.92307692307693
2017-07-22,Direct,mobile,34,76.47058823529412
2017-07-22,Direct,tablet,1,100
2017-07-22,Organic Search,desktop,37,45.94594594594595
2017-07-22,Organic Search,mobile,26,50
2017-07-22,Organic Search,tablet,5,20
2017-07-23,Direct,desktop,38,89.47368421052632
2017-07-23,Direct,mobile,46,82.6086956521739
2017-07-23,Direct,tablet,5,80
2017-07-23,Organic Search,desktop,39,53.84615384615385
2017-07-23,Organic Search,mobile,29,44.827586206896555
2017-07-23,Organic Search,tablet,4,25
2017-07-24,Direct,desktop,88,50
2017-07-24,Direct,mobile,99,69.6969696969697
2017-07-24,Direct,tablet,6,83.33333333333334
2017-07-24,Organic Search,desktop,162,37.65432098765432
2017-07-24,Organic Search,mobile,47,59.57446808510638
2017-07-24,Organic Search,tablet,7,57.14285714285714
2017-07-25,Direct,desktop,67,52.23880597014925
2017-07-25,Direct,mobile,40,80
2017-07-25,Direct,tablet,3,33.33333333333333
2017-07-25,Organic Search,desktop,167,33.532934131736525
2017-07-25,Organic Search,mobile,44,59.09090909090909
2017-07-25,Organic Search,tablet,3,100
2017-07-26,Direct,desktop,69,56.52173913043478
2017-07-26,Direct,mobile,37,72.97297297297297
2017-07-26,Direct,tablet,3,66.66666666666666
2017-07-26,Organic Search,desktop,155,47.096774193548384
2017-07-26,Organic Search,mobile,41,65.85365853658537
2017-07-26,Organic Search,tablet,4,50
2017-07-27,Direct,desktop,38,42.10526315789473
2017-07-27,Direct,mobile,42,71.42857142857143
2017-07-27,Direct,tablet,3,100
2017-07-27,Organic Search,desktop,150,41.333333333333336
2017-07-27,Organic Search,mobile,32,59.375
2017-07-27,Organic Search,tablet,3,66.66666666666666
2017-07-28,Direct,desktop,46,56.52173913043478
2017-07-28,Direct,mobile,37,72.97297297297297
2017-07-28,Direct,tablet,3,66.66666666666666
2017-07-28,Organic Search,desktop,118,38.983050847457626
2017-07-28,Organic Search,mobile,40,47.5
2017-07-28,Organic Search,tablet,2,50
2017-07-29,Direct,desktop,11,54.54545454545454
2017-07-29,Direct,mobile,31,80.64516129032258
2017-07-29,Direct,tablet,8,50
2017-07-29,Organic Search,desktop,47,48.93617021276596
2017-07-29,Organic Search,mobile,24,45.83333333333333
2017-07-29,Organic Search,tablet,3,66.66666666666666
2017-07-30,Direct,desktop,16,50
2017-07-30,Direct,mobile,37,75.67567567567568
2017-07-30,Direct,tablet,6,66.66666666666666
2017-07-30,Organic Search,desktop,32,37.5
2017-07-30,Organic Search,mobile,27,55.55555555555556
2017-07-30,Organic Search,tablet,6,50
2017-07-31,Direct,desktop,52,61.53846153846154
2017-07-31,Direct,mobile,87,79.3103448275862
2017-07-31,Direct,tablet,5,100
2017-07-31,Organic Search,desktop,137,51.09489051094891
2017-07-31,Organic Search,mobile,32,56.25
2017-07-31,Organic Search,tablet,9,44.44444444444444
2017-08-01,Direct,desktop,59,49.152542372881356
2017-08-01,Direct,mobile,45,80
2017-08-01,Direct,tablet,2,100
2017-08-01,Organic Search,desktop,120,45
2017-08-01,Organic Search,mobile,22,45.45454545454545
2017-08-01,Organic Search,tablet,4,50
2017-08-02,Direct,desktop,52,61.53846153846154
2017-08-02,Direct,mobile,49,75.51020408163265
2017-08-02,Direct,tablet,5,80
2017-08-02,Organic Search,desktop,125,52.800000000000004
2017-08-02,Organic Search,mobile,29,68.96551724137932
2017-08-02,Organic Search,tablet,10,40
2017-08-03,Direct,desktop,34,52.94117647058824
2017-08-03,Direct,mobile,53,86.79245283018868
2017-08-03,Direct,tablet,1,100
2017-08-03,Organic Search,desktop,112,34.82142857142857
2017-08-03,Organic Search,mobile,35,62.857142857142854
2017-08-03,Organic Search,tablet,2,0
2017-08-04,Direct,desktop,50,42
2017-08-04,Direct,mobile,33,87.87878787878788
2017-08-04,Direct,tablet,5,80
2017-08-04,Organic Search,desktop,91,48.35164835164835
2017-08-04,Organic Search,mobile,25,60
2017-08-04,Organic Search,tablet,3,33.33333333333333
2017-08-05,Direct,desktop,15,66.66666666666666
2017-08-05,Direct,mobile,34,76.47058823529412
2017-08-05,Direct,tablet,3,66.66666666666666
2017-08-05,Organic Search,desktop,23,56.52173913043478
2017-08-05,Organic Search,mobile,23,69.56521739130434
2017-08-05,Organic Search,tablet,3,33.33333333333333
2017-08-06,Direct,desktop,20,60
2017-08-06,Direct,mobile,30,93.33333333333333
2017-08-06,Direct,tablet,2,50
2017-08-06,Organic Search,desktop,34,50
2017-08-06,Organic Search,mobile,33,60.60606060606061
2017-08-06,Organic Search,tablet,3,66.66666666666666
2017-08-07,Direct,desktop,94,62.76595744680851
2017-08-07,Direct,mobile,101,82.17821782178217
2017-08-07,Direct,tablet,3,100
2017-08-07,Organic Search,desktop,106,39.62264150943396
2017-08-07,Organic Search,mobile,40,57.49999999999999
2017-08-07,Organic Search,tablet,9,55.55555555555556
2017-08-08,Direct,desktop,58,48.275862068965516
2017-08-08,Direct,mobile,52,69.23076923076923
2017-08-08,Direct,tablet,3,66.66666666666666
2017-08-08,Organic Search,desktop,114,43.859649122807014
2017-08-08,Organic Search,mobile,41,53.65853658536586
2017-08-08,Organic Search,tablet,5,60
2017-08-09,Direct,desktop,43,58.139534883720934
2017-08-09,Direct,mobile,46,69.56521739130434
2017-08-09,Direct,tablet,6,50
2017-08-09,Organic Search,desktop,111,45.94594594594595
2017-08-09,Organic Search,mobile,29,55.172413793103445
2017-08-09,Organic Search,tablet,3,33.33333333333333
2017-08-10,Direct,desktop,47,59.57446808510638
2017-08-10,Direct,mobile,33,78.78787878787878
2017-08-10,Direct,tablet,2,50
2017-08-10,Organic Search,desktop,102,44.11764705882353
2017-08-10,Organic Search,mobile,17,64.70588235294117
2017-08-10,Organic Search,tablet,3,66.66666666666666
2017-08-11,Direct,desktop,44,65.9090909090909
2017-08-11,Direct,mobile,49,83.6734693877551
2017-08-11,Direct,tablet,6,66.66666666666666
2017-08-11,Organic Search,desktop,103,48.54368932038835
2017-08-11,Organic Search,mobile,30,56.666666666666664
2017-08-11,Organic Search,tablet,2,50
2017-08-12,Direct,desktop,11,63.63636363636363
2017-08-12,Direct,mobile,32,75
2017-08-12,Direct,tablet,2,0
2017-08-12,Organic Search,desktop,19,57.89473684210527
2017-08-12,Organic Search,mobile,24,79.16666666666666
2017-08-12,Organic Search,tablet,2,50
2017-08-13,Direct,desktop,14,71.42857142857143
2017-08-13,Direct,mobile,32,87.5
2017-08-13,Direct,tablet,4,50
2017-08-13,Organic Search,desktop,25,44
2017-08-13,Organic Search,mobile,30,63.33333333333333
2017-08-13,Organic Search,tablet,3,0
2017-08-14,Direct,desktop,58,72.41379310344827
2017-08-14,Direct,mobile,77,81.81818181818183
2017-08-14,Direct,tablet,4,25
2017-08-14,Organic Search,desktop,86,52.32558139534884
2017-08-14,Organic Search,mobile,43,72.09302325581395
2017-08-14,Organic Search,tablet,2,50
2017-08-15,Direct,desktop,23,56.52173913043478
2017-08-15,Direct,mobile,37,83.78378378378379
2017-08-15,Direct,tablet,3,100
2017-08-15,Organic Search,desktop,36,47.22222222222222
2017-08-15,Organic Search,mobile,34,50
2017-08-15,Organic Search,tablet,6,16.666666666666664
2017-08-16,Direct,desktop,31,51.61290322580645
2017-08-16,Direct,mobile,43,81.3953488372093
2017-08-16,Direct,tablet,2,100
2017-08-16,Organic Search,desktop,111,40.54054054054054
2017-08-16,Organic Search,mobile,33,72.72727272727273
2017-08-16,Organic Search,tablet,6,50
2017-08-17,Direct,desktop,32,59.375
2017-08-17,Direct,mobile,40,72.5
2017-08-17,Direct,tablet,2,50
2017-08-17,Organic Search,desktop,96,45.83333333333333
2017-08-17,Organic Search,mobile,25,56.00000000000001
2017-08-17,Organic Search,tablet,3,66.66666666666666
2017-08-18,Direct,desktop,24,58.333333333333336
2017-08-18,Direct,mobile,37,78.37837837837837
2017-08-18,Organic Search,desktop,73,54.794520547945204
2017-08-18,Organic Search,mobile,22,54.54545454545454
2017-08-18,Organic Search,tablet,4,25
2017-08-19,Direct,desktop,17,64.70588235294117
2017-08-19,Direct,mobile,34,73.52941176470588
2017-08-19,Direct,tablet,4,100
2017-08-19,Organic Search,desktop,33,54.54545454545454
2017-08-19,Organic Search,mobile,16,50
2017-08-19,Organic Search,tablet,2,50
2017-08-20,Direct,desktop,27,66.66666666666666
2017-08-20,Direct,mobile,39,92.3076923076923
2017-08-20,Direct,tablet,3,66.66666666666666
2017-08-20,Organic Search,desktop,34,41.17647058823529
2017-08-20,Organic Search,mobile,37,48.64864864864865
2017-08-20,Organic Search,tablet,2,0
2017-08-21,Direct,desktop,31,32.25806451612903
2017-08-21,Direct,mobile,38,73.68421052631578
2017-08-21,Direct,tablet,4,75
2017-08-21,Organic Search,desktop,104,52.88461538461539
2017-08-21,Organic Search,mobile,32,68.75
2017-08-21,Organic Search,tablet,8,50
2017-08-22,Direct,desktop,49,57.14285714285714
2017-08-22,Direct,mobile,45,80
2017-08-22,Direct,tablet,3,66.66666666666666
2017-08-22,Organic Search,desktop,115,44.34782608695652
2017-08-22,Organic Search,mobile,30,60
2017-08-22,Organic Search,tablet,4,25
2017-08-23,Direct,desktop,63,57.14285714285714
2017-08-23,Direct,mobile,35,80
2017-08-23,Direct,tablet,2,0
2017-08-23,Organic Search,desktop,135,42.22222222222222
2017-08-23,Organic Search,mobile,37,56.75675675675676
2017-08-23,Organic Search,tablet,11,54.54545454545454
2017-08-24,Direct,desktop,53,52.83018867924528
2017-08-24,Direct,mobile,44,72.72727272727273
2017-08-24,Direct,tablet,4,50
2017-08-24,Organic Search,desktop,119,39.49579831932773
2017-08-24,Organic Search,mobile,43,58.139534883720934
2017-08-24,Organic Search,tablet,7,14.285714285714285
2017-08-25,Direct,desktop,32,50
2017-08-25,Direct,mobile,38,81.57894736842105
2017-08-25,Direct,tablet,2,50
2017-08-25,Organic Search,desktop,112,44.642857142857146
2017-08-25,Organic Search,mobile,37,48.64864864864865
2017-08-25,Organic Search,tablet,2,50
2017-08-26,Direct,desktop,16,75
2017-08-26,Direct,mobile,30,86.66666666666667
2017-08-26,Direct,tablet,2,0
2017-08-26,Organic Search,desktop,35,48.57142857142857
2017-08-26,Organic Search,mobile,30,60
2017-08-26,Organic Search,tablet,8,37.5
2017-08-27,Direct,desktop,16,62.5
2017-08-27,Direct,mobile,40,75
2017-08-27,Direct,tablet,3,66.66666666666666
2017-08-27,Organic Search,desktop,54,48.148148148148145
2017-08-27,Organic Search,mobile,18,55.55555555555556
2017-08-27,Organic Search,tablet,7,57.14285714285714
2017-08-28,Direct,desktop,76,50
2017-08-28,Direct,mobile,73,84.93150684931507
2017-08-28,Direct,tablet,5,80
2017-08-28,Organic Search,desktop,173,41.040462427745666
2017-08-28,Organic Search,mobile,43,58.139534883720934
2017-08-28,Organic Search,tablet,5,60
2017-08-29,Direct,desktop,77,42.857142857142854
2017-08-29,Direct,mobile,48,72.91666666666666
2017-08-29,Direct,tablet,3,66.66666666666666
2017-08-29,Organic Search,desktop,177,44.632768361581924
2017-08-29,Organic Search,mobile,28,57.14285714285714
2017-08-29,Organic Search,tablet,6,66.66666666666666
2017-08-30,Direct,desktop,55,43.63636363636363
2017-08-30,Direct,mobile,46,78.26086956521739
2017-08-30,Direct,tablet,7,71.42857142857143
2017-08-30,Organic Search,desktop,157,41.40127388535032
2017-08-30,Organic Search,mobile,46,47.82608695652174
2017-08-30,Organic Search,tablet,5,60
2017-08-31,Direct,desktop,51,54.90196078431373
2017-08-31,Direct,mobile,41,70.73170731707317
2017-08-31,Direct,tablet,4,75
2017-08-31,Organic Search,desktop,153,37.254901960784316
2017-08-31,Organic Search,mobile,41,51.21951219512195
2017-08-31,Organic Search,tablet,9,33.33333333333333
2017-09-01,Direct,desktop,48,45.83333333333333
2017-09-01,Direct,mobile,40,62.5
2017-09-01,Direct,tablet,2,50
2017-09-01,Organic Search,desktop,163,44.171779141104295
2017-09-01,Organic Search,mobile,31,64.51612903225806
2017-09-01,Organic Search,tablet,9,33.33333333333333
2017-09-02,Direct,desktop,25,64
2017-09-02,Direct,mobile,40,72.5
2017-09-02,Direct,tablet,4,75
2017-09-02,Organic Search,desktop,45,51.11111111111111
2017-09-02,Organic Search,mobile,36,47.22222222222222
2017-09-02,Organic Search,tablet,7,28.57142857142857
2017-09-03,Direct,desktop,19,73.68421052631578
2017-09-03,Direct,mobile,35,68.57142857142857
2017-09-03,Direct,tablet,6,66.66666666666666
2017-09-03,Organic Search,desktop,50,52
2017-09-03,Organic Search,mobile,39,66.66666666666666
2017-09-03,Organic Search,tablet,9,66.66666666666666
2017-09-04,Direct,desktop,128,50.78125
2017-09-04,Direct,mobile,115,70.43478260869566
2017-09-04,Direct,tablet,11,81.81818181818183
2017-09-04,Organic Search,desktop,184,36.95652173913043
2017-09-04,Organic Search,mobile,60,55.00000000000001
2017-09-04,Organic Search,tablet,7,85.71428571428571
2017-09-05,Direct,desktop,60,48.333333333333336
2017-09-05,Direct,mobile,36,72.22222222222221
2017-09-05,Direct,tablet,6,66.66666666666666
2017-09-05,Organic Search,desktop,201,45.77114427860697
2017-09-05,Organic Search,mobile,50,56.00000000000001
2017-09-05,Organic Search,tablet,6,66.66666666666666
2017-09-06,Direct,desktop,65,38.46153846153847
2017-09-06,Direct,mobile,46,67.3913043478261
2017-09-06,Direct,tablet,6,83.33333333333334
2017-09-06,Organic Search,desktop,183,37.15846994535519
2017-09-06,Organic Search,mobile,30,53.333333333333336
2017-09-06,Organic Search,tablet,3,33.33333333333333
2017-09-07,Direct,desktop,75,36
2017-09-07,Direct,mobile,34,64.70588235294117
2017-09-07,Direct,tablet,4,75
2017-09-07,Organic Search,desktop,148,35.13513513513514
2017-09-07,Organic Search,mobile,38,39.473684210526315
2017-09-07,Organic Search,tablet,3,33.33333333333333
2017-09-08,Direct,desktop,61,39.34426229508197
2017-09-08,Direct,mobile,27,74.07407407407408
2017-09-08,Direct,tablet,4,100
2017-09-08,Organic Search,desktop,149,36.91275167785235
2017-09-08,Organic Search,mobile,32,53.125
2017-09-08,Organic Search,tablet,3,33.33333333333333
2017-09-09,Direct,desktop,16,68.75
2017-09-09,Direct,mobile,26,69.23076923076923
2017-09-09,Direct,tablet,5,60
2017-09-09,Organic Search,desktop,43,51.162790697674424
2017-09-09,Organic Search,mobile,28,57.14285714285714
2017-09-09,Organic Search,tablet,2,50
2017-09-10,Direct,desktop,18,50
2017-09-10,Direct,mobile,29,75.86206896551724
2017-09-10,Direct,tablet,5,100
2017-09-10,Organic Search,desktop,60,43.333333333333336
2017-09-10,Organic Search,mobile,34,55.88235294117647
2017-09-10,Organic Search,tablet,10,50
2017-09-11,Direct,desktop,112,52.67857142857143
2017-09-11,Direct,mobile,111,67.56756756756756
2017-09-11,Direct,tablet,3,33.33333333333333
2017-09-11,Organic Search,desktop,182,41.208791208791204
2017-09-11,Organic Search,mobile,47,59.57446808510638
2017-09-11,Organic Search,tablet,4,75
2017-09-12,Direct,desktop,80,57.49999999999999
2017-09-12,Direct,mobile,54,55.55555555555556
2017-09-12,Direct,tablet,11,100
2017-09-12,Organic Search,desktop,189,43.386243386243386
2017-09-12,Organic Search,mobile,42,71.42857142857143
2017-09-12,Organic Search,tablet,4,50
2017-09-13,Direct,desktop,77,46.75324675324675
2017-09-13,Direct,mobile,31,87.09677419354838
2017-09-13,Direct,tablet,6,83.33333333333334
2017-09-13,Organic Search,desktop,200,37.5
2017-09-13,Organic Search,mobile,35,65.71428571428571
